=== CERERI IN ASTEPTARE ===
=== CERERI EFECTUATE ===
1707297132278 64 plecare locatie
1707297132278 24 sosire locatie
1707297132283 3 plecare locatie
1707297132284 58 sosire locatie
1707297132283 62 sosire locatie
1707297132297 19 plecare locatie
1707297132299 99 plecare locatie
1707297132300 76 plecare locatie
1707297132299 31 sosire locatie
1707297132300 36 sosire locatie
1707297132309 94 sosire locatie
1707297132310 55 plecare locatie
1707297132315 85 sosire locatie
1707297132319 46 plecare locatie
1707297132322 100 sosire locatie
1707297132321 63 plecare locatie
1707297132328 9 sosire locatie
1707297132330 38 plecare locatie
1707297132335 100 sosire locatie
1707297132332 60 plecare locatie
1707297132333 89 plecare locatie
1707297132336 59 sosire locatie
1707297132344 50 sosire locatie
1707297132349 87 plecare locatie
1707297132349 40 sosire locatie
1707297132354 70 plecare locatie
1707297132355 20 plecare locatie
1707297132361 22 sosire locatie
1707297132369 46 plecare locatie
1707297132366 7 sosire locatie
1707297132376 64 plecare locatie
1707297132373 73 sosire locatie
1707297132377 11 plecare locatie
1707297132379 64 sosire locatie
1707297132382 88 plecare locatie
1707297132386 17 sosire locatie
1707297132390 66 sosire locatie
1707297132403 98 plecare locatie
1707297132404 90 plecare locatie
1707297132404 10 sosire locatie
1707297132403 54 sosire locatie
1707297132402 32 plecare locatie
1707297132408 6 sosire locatie
1707297132414 75 plecare locatie
1707297132418 100 sosire locatie
1707297132421 98 plecare locatie
1707297132423 51 plecare locatie
1707297132428 52 sosire locatie
1707297132433 43 sosire locatie
1707297132431 19 sosire locatie
1707297132443 72 plecare locatie
1707297132448 90 plecare locatie
1707297132450 51 plecare locatie
1707297132451 10 sosire locatie
1707297132456 48 sosire locatie
1707297132458 33 plecare locatie
1707297132461 26 plecare locatie
1707297132462 84 sosire locatie
1707297132460 7 plecare locatie
1707297132468 21 sosire locatie
1707297132472 44 sosire locatie
1707297132478 92 sosire locatie
1707297132477 3 plecare locatie
1707297132480 88 sosire locatie
1707297132486 8 plecare locatie
1707297132489 13 plecare locatie
1707297132495 19 sosire locatie
1707297132491 92 sosire locatie
1707297132495 27 sosire locatie
1707297132504 61 plecare locatie
1707297132506 60 plecare locatie
1707297132513 51 plecare locatie
1707297132520 89 sosire locatie
1707297132523 57 plecare locatie
1707297132524 89 sosire locatie
1707297132524 1 sosire locatie
1707297132529 88 plecare locatie
1707297132532 2 plecare locatie
1707297132534 63 sosire locatie
1707297132540 83 plecare locatie
1707297132542 76 sosire locatie
1707297132547 97 sosire locatie
1707297132546 34 plecare locatie
1707297132556 92 plecare locatie
1707297132559 43 sosire locatie
1707297132555 55 plecare locatie
1707297132558 21 sosire locatie
1707297132563 72 plecare locatie
1707297132568 94 sosire locatie
1707297132570 33 plecare locatie
1707297132585 23 sosire locatie
1707297132586 60 plecare locatie
1707297132585 98 sosire locatie
1707297132586 13 plecare locatie
1707297132588 92 sosire locatie
1707297132595 1 sosire locatie
1707297132592 5 plecare locatie
1707297132601 35 plecare locatie
1707297132610 55 sosire locatie
1707297132607 0 plecare locatie
1707297132612 91 sosire locatie
1707297132613 33 sosire locatie
1707297132620 6 plecare locatie
1707297132624 12 sosire locatie
1707297132626 24 plecare locatie
1707297132631 3 sosire locatie
1707297132631 74 plecare locatie
1707297132633 38 plecare locatie
1707297132633 58 sosire locatie
1707297132642 12 sosire locatie
1707297132642 40 plecare locatie
1707297132646 50 plecare locatie
1707297132645 31 sosire locatie
1707297132643 1 plecare locatie
1707297132655 3 sosire locatie
1707297132654 33 plecare locatie
1707297132662 12 sosire locatie
1707297132664 48 plecare locatie
1707297132662 36 plecare locatie
1707297132668 87 sosire locatie
1707297132672 38 sosire locatie
1707297132672 45 plecare locatie
1707297132676 48 sosire locatie
1707297132676 48 plecare locatie
1707297132680 21 plecare locatie
1707297132693 71 sosire locatie
1707297132694 70 sosire locatie
1707297132694 83 sosire locatie
1707297132700 43 plecare locatie
1707297132703 93 plecare locatie
1707297132703 15 sosire locatie
1707297132703 20 plecare locatie
1707297132712 70 sosire locatie
1707297132711 78 sosire locatie
1707297132716 72 plecare locatie
1707297132722 24 sosire locatie
1707297132725 61 plecare locatie
1707297132730 1 sosire locatie
1707297132733 82 plecare locatie
1707297132733 47 plecare locatie
1707297132738 40 sosire locatie
1707297132737 56 plecare locatie
1707297132739 46 sosire locatie
1707297132756 77 sosire locatie
1707297132755 53 plecare locatie
1707297132756 7 sosire locatie
1707297132757 36 plecare locatie
1707297132756 100 plecare locatie
1707297132762 18 sosire locatie
1707297132766 65 sosire locatie
1707297132773 27 sosire locatie
1707297132780 100 plecare locatie
1707297132781 74 plecare locatie
1707297132786 30 plecare locatie
1707297132785 22 sosire locatie
1707297132792 44 plecare locatie
1707297132796 11 sosire locatie
1707297132804 42 sosire locatie
1707297132801 44 plecare locatie
1707297132805 87 plecare locatie
1707297132803 68 sosire locatie
1707297132809 32 sosire locatie
1707297132815 23 sosire locatie
1707297132816 56 plecare locatie
1707297132814 93 sosire locatie
1707297132819 24 sosire locatie
1707297132830 94 plecare locatie
1707297132832 52 plecare locatie
1707297132838 86 plecare locatie
1707297132838 20 sosire locatie
1707297132837 32 sosire locatie
1707297132844 63 plecare locatie
1707297132845 89 sosire locatie
1707297132855 4 plecare locatie
1707297132857 11 sosire locatie
1707297132858 33 sosire locatie
1707297132857 43 sosire locatie
1707297132862 28 plecare locatie
1707297132866 54 plecare locatie
1707297132868 41 plecare locatie
1707297132869 78 sosire locatie
1707297132875 80 plecare locatie
1707297132882 56 sosire locatie
1707297132883 60 plecare locatie
1707297132885 95 sosire locatie
1707297132885 27 plecare locatie
1707297132893 38 plecare locatie
1707297132893 41 sosire locatie
1707297132905 70 sosire locatie
1707297132906 31 plecare locatie
1707297132907 78 plecare locatie
1707297132909 88 sosire locatie
1707297132906 14 plecare locatie
1707297132918 37 plecare locatie
1707297132920 7 sosire locatie
1707297132921 50 sosire locatie
1707297132924 93 sosire locatie
1707297132934 65 sosire locatie
1707297132935 1 plecare locatie
1707297132936 29 plecare locatie
1707297132935 10 plecare locatie
1707297132947 68 sosire locatie
1707297132948 70 plecare locatie
1707297132949 93 sosire locatie
1707297132955 49 plecare locatie
1707297132956 14 sosire locatie
1707297132960 70 plecare locatie
1707297132966 14 sosire locatie
1707297132968 24 sosire locatie
1707297132971 30 plecare locatie
1707297132973 91 plecare locatie
1707297132979 65 sosire locatie
1707297132981 70 sosire locatie
1707297132986 72 plecare locatie
1707297132989 25 sosire locatie
1707297132995 93 plecare locatie
1707297132992 59 sosire locatie
1707297132996 3 plecare locatie
1707297132997 27 sosire locatie
1707297133003 99 plecare locatie
1707297133006 12 sosire locatie
1707297133014 65 sosire locatie
1707297133016 23 plecare locatie
1707297133012 15 sosire locatie
1707297133020 4 plecare locatie
1707297133026 71 plecare locatie
1707297133027 20 sosire locatie
1707297133029 97 plecare locatie
1707297133035 31 sosire locatie
1707297133038 10 plecare locatie
1707297133041 71 plecare locatie
1707297133044 31 sosire locatie
1707297133053 47 sosire locatie
1707297133056 25 plecare locatie
1707297133064 15 sosire locatie
1707297133065 90 plecare locatie
1707297133067 89 plecare locatie
1707297133068 51 sosire locatie
1707297133072 52 sosire locatie
1707297133084 47 sosire locatie
1707297133082 40 sosire locatie
1707297133084 62 plecare locatie
1707297133086 62 sosire locatie
1707297133087 77 plecare locatie
1707297133090 34 plecare locatie
1707297133096 25 sosire locatie
1707297133096 70 plecare locatie
1707297133097 25 plecare locatie
1707297133105 12 sosire locatie
1707297133100 77 plecare locatie
1707297133111 67 sosire locatie
1707297133116 52 sosire locatie
1707297133119 70 plecare locatie
1707297133125 1 plecare locatie
1707297133121 58 sosire locatie
1707297133124 38 plecare locatie
1707297133135 63 sosire locatie
1707297133136 1 plecare locatie
1707297133135 52 plecare locatie
1707297133138 46 sosire locatie
1707297133147 90 plecare locatie
1707297133145 30 sosire locatie
1707297133149 37 plecare locatie
1707297133152 86 sosire locatie
1707297133160 33 plecare locatie
1707297133162 70 sosire locatie
1707297133161 20 plecare locatie
1707297133164 95 sosire locatie
1707297133173 52 plecare locatie
1707297133174 28 sosire locatie
1707297133176 28 plecare locatie
1707297133175 40 sosire locatie
1707297133183 0 sosire locatie
1707297133188 52 plecare locatie
1707297133187 90 plecare locatie
1707297133187 20 sosire locatie
1707297133189 51 plecare locatie
1707297133199 5 sosire locatie
1707297133199 17 sosire locatie
1707297133203 99 plecare locatie
1707297133203 91 sosire locatie
1707297133211 9 sosire locatie
1707297133218 41 plecare locatie
1707297133216 28 plecare locatie
1707297133220 16 sosire locatie
1707297133229 42 sosire locatie
1707297133232 62 plecare locatie
1707297133231 96 sosire locatie
1707297133236 44 plecare locatie
1707297133235 57 plecare locatie
1707297133237 20 sosire locatie
1707297133248 55 sosire locatie
1707297133251 22 sosire locatie
1707297133250 38 sosire locatie
1707297133260 59 plecare locatie
1707297133262 85 plecare locatie
1707297133266 66 plecare locatie
1707297133278 30 plecare locatie
1707297133275 57 sosire locatie
1707297133277 42 sosire locatie
1707297133279 81 sosire locatie
1707297133288 38 plecare locatie
1707297133288 32 sosire locatie
1707297133295 47 plecare locatie
1707297133294 46 plecare locatie
1707297133295 62 sosire locatie
1707297133298 47 sosire locatie
1707297133305 30 sosire locatie
1707297133310 42 plecare locatie
1707297133311 37 plecare locatie
1707297133313 96 plecare locatie
1707297133315 57 sosire locatie
1707297133320 85 sosire locatie
1707297133325 97 sosire locatie
1707297133327 20 plecare locatie
1707297133335 30 plecare locatie
1707297133334 95 plecare locatie
1707297133340 30 sosire locatie
1707297133340 33 sosire locatie
1707297133344 60 sosire locatie
1707297133348 1 plecare locatie
1707297133351 5 plecare locatie
1707297133355 94 sosire locatie
1707297133361 73 plecare locatie
1707297133364 96 sosire locatie
1707297133366 40 plecare locatie
1707297133370 90 sosire locatie
1707297133377 1 sosire locatie
1707297133381 100 plecare locatie
1707297133378 5 plecare locatie
1707297133387 81 sosire locatie
1707297133391 56 sosire locatie
1707297133395 100 plecare locatie
1707297133394 5 plecare locatie
1707297133396 15 sosire locatie
1707297133401 57 sosire locatie
1707297133411 87 sosire locatie
1707297133409 70 plecare locatie
1707297133409 8 sosire locatie
1707297133408 49 plecare locatie
1707297133422 35 plecare locatie
1707297133426 37 sosire locatie
1707297133427 93 sosire locatie
1707297133429 75 plecare locatie
1707297133435 67 plecare locatie
1707297133438 81 sosire locatie
1707297133438 92 sosire locatie
1707297133440 40 plecare locatie
1707297133451 7 plecare locatie
1707297133456 8 plecare locatie
1707297133454 52 sosire locatie
1707297133455 94 plecare locatie
1707297133459 50 sosire locatie
1707297133466 29 sosire locatie
1707297133467 62 sosire locatie
1707297133472 16 sosire locatie
1707297133478 78 plecare locatie
1707297133477 91 plecare locatie
1707297133482 48 sosire locatie
1707297133483 7 plecare locatie
1707297133491 42 plecare locatie
1707297133490 71 plecare locatie
1707297133495 98 sosire locatie
1707297133497 73 sosire locatie
1707297133509 49 plecare locatie
1707297133507 43 sosire locatie
1707297133511 87 plecare locatie
1707297133512 91 sosire locatie
1707297133515 34 plecare locatie
1707297133511 45 sosire locatie
1707297133521 40 sosire locatie
1707297133523 65 sosire locatie
1707297133529 22 plecare locatie
1707297133532 78 plecare locatie
1707297133531 33 sosire locatie
1707297133534 70 sosire locatie
1707297133538 27 plecare locatie
1707297133542 27 sosire locatie
1707297133546 14 sosire locatie
1707297133548 74 sosire locatie
1707297133556 16 sosire locatie
1707297133554 3 plecare locatie
1707297133558 16 plecare locatie
1707297133556 33 plecare locatie
1707297133566 15 sosire locatie
1707297133572 81 sosire locatie
1707297133575 14 plecare locatie
1707297133577 71 sosire locatie
1707297133576 92 plecare locatie
1707297133581 28 sosire locatie
1707297133588 59 plecare locatie
1707297133591 20 plecare locatie
1707297133594 48 sosire locatie
1707297133599 6 sosire locatie
1707297133603 26 plecare locatie
1707297133606 29 plecare locatie
1707297133610 64 sosire locatie
1707297133611 25 sosire locatie
1707297133614 17 plecare locatie
1707297133618 28 sosire locatie
1707297133620 62 plecare locatie
1707297133624 7 sosire locatie
1707297133630 9 plecare locatie
1707297133633 10 plecare locatie
1707297133632 61 plecare locatie
1707297133642 22 plecare locatie
1707297133638 77 sosire locatie
1707297133641 25 sosire locatie
1707297133647 97 sosire locatie
1707297133653 62 plecare locatie
1707297133653 56 sosire locatie
1707297133658 96 plecare locatie
1707297133664 75 plecare locatie
1707297133669 3 plecare locatie
1707297133666 50 sosire locatie
1707297133673 91 plecare locatie
1707297133681 55 plecare locatie
1707297133677 38 sosire locatie
1707297133677 13 sosire locatie
1707297133679 96 plecare locatie
1707297133681 63 sosire locatie
1707297133691 53 sosire locatie
1707297133693 4 plecare locatie
1707297133694 2 sosire locatie
1707297133705 46 plecare locatie
1707297133708 66 sosire locatie
1707297133711 16 sosire locatie
1707297133711 44 plecare locatie
1707297133714 49 plecare locatie
1707297133719 47 sosire locatie
1707297133725 87 plecare locatie
1707297133729 25 sosire locatie
1707297133740 33 plecare locatie
1707297133740 23 plecare locatie
1707297133738 42 sosire locatie
1707297133739 58 sosire locatie
1707297133745 39 sosire locatie
1707297133753 95 plecare locatie
1707297133756 81 sosire locatie
1707297133754 82 sosire locatie
1707297133764 35 sosire locatie
1707297133768 57 plecare locatie
1707297133769 31 plecare locatie
1707297133772 27 sosire locatie
1707297133781 53 plecare locatie
1707297133784 77 sosire locatie
1707297133788 32 sosire locatie
1707297133791 12 plecare locatie
1707297133786 56 plecare locatie
1707297133790 98 sosire locatie
1707297133797 64 plecare locatie
1707297133801 55 plecare locatie
1707297133801 6 sosire locatie
1707297133808 10 plecare locatie
1707297133813 8 sosire locatie
1707297133818 9 sosire locatie
1707297133821 70 sosire locatie
1707297133825 68 sosire locatie
1707297133825 43 plecare locatie
1707297133827 71 plecare locatie
1707297133831 53 sosire locatie
1707297133830 13 plecare locatie
1707297133836 29 plecare locatie
1707297133840 90 sosire locatie
1707297133843 69 plecare locatie
1707297133854 39 sosire locatie
1707297133851 86 plecare locatie
1707297133856 64 plecare locatie
1707297133862 4 sosire locatie
1707297133863 82 sosire locatie
1707297133866 56 sosire locatie
1707297133867 10 plecare locatie
1707297133867 38 plecare locatie
1707297133879 66 plecare locatie
1707297133880 5 plecare locatie
1707297133884 73 sosire locatie
1707297133885 47 sosire locatie
1707297133892 9 sosire locatie
1707297133894 51 plecare locatie
1707297133900 47 sosire locatie
1707297133903 53 plecare locatie
1707297133905 53 plecare locatie
1707297133908 96 sosire locatie
1707297133908 42 sosire locatie
1707297133917 34 sosire locatie
1707297133920 77 plecare locatie
1707297133924 77 plecare locatie
1707297133925 13 plecare locatie
1707297133927 50 sosire locatie
1707297133929 7 sosire locatie
1707297133936 14 sosire locatie
1707297133937 87 plecare locatie
1707297133942 37 sosire locatie
1707297133947 96 plecare locatie
1707297133948 54 plecare locatie
1707297133950 31 plecare locatie
1707297133957 14 sosire locatie
1707297133956 37 sosire locatie
1707297133963 87 sosire locatie
1707297133966 52 sosire locatie
1707297133968 24 plecare locatie
1707297133971 70 plecare locatie
1707297133972 76 plecare locatie
1707297133985 99 sosire locatie
1707297133987 64 sosire locatie
1707297133991 81 sosire locatie
1707297133994 53 plecare locatie
1707297133993 81 plecare locatie
1707297133996 40 sosire locatie
1707297134001 95 plecare locatie
1707297134009 54 sosire locatie
1707297134006 52 sosire locatie
1707297134013 26 plecare locatie
1707297134014 69 plecare locatie
1707297134016 59 sosire locatie
1707297134017 84 plecare locatie
1707297134019 98 sosire locatie
1707297134031 92 sosire locatie
1707297134037 24 sosire locatie
1707297134039 73 plecare locatie
1707297134043 60 sosire locatie
1707297134044 48 plecare locatie
1707297134046 1 plecare locatie
1707297134047 35 sosire locatie
1707297134051 24 sosire locatie
1707297134053 36 sosire locatie
1707297134055 12 plecare locatie
1707297134056 63 plecare locatie
1707297134059 43 plecare locatie
1707297134067 33 plecare locatie
1707297134067 1 sosire locatie
1707297134071 60 plecare locatie
1707297134075 74 sosire locatie
1707297134078 67 plecare locatie
1707297134083 90 plecare locatie
1707297134083 75 sosire locatie
1707297134093 63 plecare locatie
1707297134094 40 sosire locatie
1707297134094 9 plecare locatie
1707297134097 24 plecare locatie
1707297134103 41 sosire locatie
1707297134106 75 plecare locatie
1707297134106 69 sosire locatie
1707297134115 68 sosire locatie
1707297134118 62 plecare locatie
1707297134121 18 sosire locatie
1707297134119 83 plecare locatie
1707297134121 1 plecare locatie
1707297134129 15 plecare locatie
1707297134130 76 sosire locatie
1707297134135 45 sosire locatie
1707297134146 32 sosire locatie
1707297134145 83 plecare locatie
1707297134146 30 plecare locatie
1707297134147 62 sosire locatie
1707297134151 10 plecare locatie
1707297134159 82 sosire locatie
1707297134170 89 sosire locatie
1707297134174 51 plecare locatie
1707297134175 27 plecare locatie
1707297134175 100 sosire locatie
1707297134179 21 sosire locatie
1707297134178 72 plecare locatie
1707297134188 94 plecare locatie
1707297134197 66 plecare locatie
1707297134195 21 sosire locatie
1707297134195 9 plecare locatie
1707297134202 37 sosire locatie
1707297134208 82 plecare locatie
1707297134207 96 sosire locatie
1707297134214 46 plecare locatie
1707297134215 28 sosire locatie
1707297134225 17 plecare locatie
1707297134224 8 sosire locatie
1707297134229 36 sosire locatie
1707297134232 81 plecare locatie
1707297134236 58 plecare locatie
1707297134238 42 sosire locatie
1707297134240 98 plecare locatie
1707297134244 90 plecare locatie
1707297134241 100 sosire locatie
1707297134248 8 sosire locatie
1707297134250 49 sosire locatie
1707297134255 14 plecare locatie
1707297134258 63 sosire locatie
1707297134261 98 sosire locatie
1707297134266 11 plecare locatie
1707297134265 84 plecare locatie
1707297134273 43 sosire locatie
1707297134278 71 plecare locatie
1707297134284 9 sosire locatie
1707297134283 21 sosire locatie
1707297134288 20 plecare locatie
1707297134286 3 plecare locatie
1707297134289 36 sosire locatie
1707297134297 42 plecare locatie
1707297134303 13 sosire locatie
1707297134306 73 sosire locatie
1707297134308 76 plecare locatie
1707297134309 24 sosire locatie
1707297134314 2 plecare locatie
1707297134318 0 plecare locatie
1707297134327 24 sosire locatie
1707297134325 42 plecare locatie
1707297134332 62 sosire locatie
1707297134332 41 sosire locatie
1707297134332 62 plecare locatie
1707297134336 7 plecare locatie
1707297134347 72 plecare locatie
1707297134348 55 plecare locatie
1707297134352 62 sosire locatie
1707297134353 100 sosire locatie
1707297134357 25 sosire locatie
1707297134361 90 plecare locatie
1707297134359 24 plecare locatie
1707297134364 68 sosire locatie
1707297134364 68 plecare locatie
1707297134367 69 sosire locatie
1707297134371 64 plecare locatie
1707297134374 39 sosire locatie
1707297134373 31 plecare locatie
1707297134375 85 plecare locatie
1707297134379 20 sosire locatie
1707297134382 19 sosire locatie
1707297134385 18 sosire locatie
1707297134386 61 plecare locatie
1707297134395 80 plecare locatie
1707297134402 5 plecare locatie
1707297134403 33 sosire locatie
1707297134404 11 sosire locatie
1707297134408 21 plecare locatie
1707297134407 36 sosire locatie
1707297134413 61 plecare locatie
1707297134417 30 sosire locatie
1707297134420 48 sosire locatie
1707297134421 17 plecare locatie
1707297134431 1 plecare locatie
1707297134432 97 sosire locatie
1707297134441 35 plecare locatie
1707297134440 55 plecare locatie
1707297134440 58 sosire locatie
1707297134441 53 sosire locatie
1707297134453 78 sosire locatie
1707297134459 28 sosire locatie
1707297134460 24 plecare locatie
1707297134466 83 sosire locatie
1707297134467 96 plecare locatie
1707297134470 24 sosire locatie
1707297134470 18 plecare locatie
1707297134472 93 sosire locatie
1707297134474 74 plecare locatie
1707297134481 0 plecare locatie
1707297134482 54 sosire locatie
1707297134487 30 sosire locatie
1707297134494 44 sosire locatie
1707297134497 98 plecare locatie
1707297134501 99 plecare locatie
1707297134505 100 plecare locatie
1707297134506 65 sosire locatie
1707297134515 60 sosire locatie
1707297134520 4 plecare locatie
1707297134524 76 sosire locatie
1707297134525 46 sosire locatie
1707297134527 47 plecare locatie
1707297134526 12 sosire locatie
1707297134533 63 plecare locatie
1707297134541 85 plecare locatie
1707297134542 13 plecare locatie
1707297134543 95 sosire locatie
1707297134549 85 sosire locatie
1707297134552 45 plecare locatie
1707297134552 75 sosire locatie
1707297134561 76 sosire locatie
1707297134564 62 plecare locatie
1707297134567 75 plecare locatie
1707297134570 52 plecare locatie
1707297134576 52 sosire locatie
1707297134579 26 plecare locatie
1707297134582 53 sosire locatie
1707297134581 42 plecare locatie
1707297134582 83 sosire locatie
1707297134588 94 plecare locatie
1707297134592 35 sosire locatie
1707297134598 56 sosire locatie
1707297134601 98 sosire locatie
1707297134601 26 plecare locatie
1707297134601 6 plecare locatie
1707297134608 90 plecare locatie
1707297134611 28 sosire locatie
1707297134618 60 sosire locatie
1707297134620 57 sosire locatie
1707297134620 79 plecare locatie
1707297134625 63 plecare locatie
1707297134622 31 sosire locatie
1707297134630 15 sosire locatie
1707297134637 26 plecare locatie
1707297134639 56 sosire locatie
1707297134641 42 plecare locatie
1707297134642 8 sosire locatie
1707297134648 70 sosire locatie
1707297134650 54 plecare locatie
1707297134654 8 sosire locatie
1707297134663 69 plecare locatie
1707297134666 92 sosire locatie
1707297134668 4 plecare locatie
1707297134666 0 sosire locatie
1707297134664 92 plecare locatie
1707297134678 97 sosire locatie
1707297134676 21 plecare locatie
1707297134688 26 sosire locatie
1707297134691 35 plecare locatie
1707297134692 67 sosire locatie
1707297134691 4 sosire locatie
1707297134693 7 plecare locatie
1707297134693 34 plecare locatie
1707297134701 98 plecare locatie
1707297134702 38 sosire locatie
1707297134703 83 sosire locatie
1707297134708 24 plecare locatie
1707297134709 75 plecare locatie
1707297134712 79 plecare locatie
1707297134716 16 sosire locatie
1707297134719 35 sosire locatie
1707297134720 93 sosire locatie
1707297134720 46 plecare locatie
1707297134738 47 sosire locatie
1707297134738 3 plecare locatie
1707297134736 16 plecare locatie
1707297134743 19 sosire locatie
1707297134747 89 sosire locatie
1707297134747 34 plecare locatie
1707297134758 86 plecare locatie
1707297134764 34 sosire locatie
1707297134765 76 sosire locatie
1707297134768 64 plecare locatie
1707297134768 29 plecare locatie
1707297134768 45 plecare locatie
1707297134777 15 sosire locatie
1707297134783 4 sosire locatie
1707297134783 40 sosire locatie
1707297134784 63 plecare locatie
1707297134783 77 plecare locatie
1707297134789 58 sosire locatie
1707297134794 11 plecare locatie
1707297134795 70 plecare locatie
1707297134797 56 sosire locatie
1707297134802 91 sosire locatie
1707297134806 94 plecare locatie
1707297134808 43 sosire locatie
1707297134809 93 plecare locatie
1707297134808 58 sosire locatie
1707297134816 56 plecare locatie
1707297134819 95 sosire locatie
1707297134817 22 plecare locatie
1707297134820 51 sosire locatie
1707297134826 16 plecare locatie
1707297134833 70 plecare locatie
1707297134836 15 sosire locatie
1707297134836 50 plecare locatie
1707297134846 18 sosire locatie
1707297134847 38 plecare locatie
1707297134849 13 sosire locatie
1707297134857 74 plecare locatie
1707297134861 0 plecare locatie
1707297134864 89 sosire locatie
1707297134866 98 sosire locatie
1707297134871 18 plecare locatie
1707297134872 5 plecare locatie
1707297134873 57 plecare locatie
1707297134878 12 sosire locatie
1707297134879 40 sosire locatie
1707297134885 63 plecare locatie
1707297134888 69 plecare locatie
1707297134891 19 sosire locatie
1707297134897 90 sosire locatie
1707297134900 72 plecare locatie
1707297134904 50 sosire locatie
1707297134901 38 sosire locatie
1707297134907 81 plecare locatie
1707297134913 57 plecare locatie
1707297134915 54 sosire locatie
1707297134918 63 plecare locatie
1707297134928 11 plecare locatie
1707297134932 7 sosire locatie
1707297134930 43 sosire locatie
1707297134942 71 plecare locatie
1707297134942 67 plecare locatie
1707297134946 26 plecare locatie
1707297134945 86 sosire locatie
1707297134957 32 plecare locatie
1707297134955 22 sosire locatie
1707297134955 73 sosire locatie
1707297134970 100 sosire locatie
1707297134969 63 plecare locatie
1707297134976 61 plecare locatie
1707297134979 39 plecare locatie
1707297134979 6 sosire locatie
1707297134983 54 sosire locatie
1707297134988 63 plecare locatie
1707297134986 86 plecare locatie
1707297134994 49 plecare locatie
1707297134998 70 plecare locatie
1707297135001 48 plecare locatie
1707297134998 26 sosire locatie
1707297135001 31 sosire locatie
1707297135003 23 sosire locatie
1707297135013 100 sosire locatie
1707297135013 50 plecare locatie
1707297135015 1 plecare locatie
1707297135015 61 sosire locatie
1707297135014 50 plecare locatie
1707297135024 29 plecare locatie
1707297135026 5 sosire locatie
1707297135030 59 sosire locatie
1707297135032 6 plecare locatie
1707297135033 55 sosire locatie
1707297135041 61 plecare locatie
1707297135043 42 plecare locatie
1707297135046 29 plecare locatie
1707297135046 60 sosire locatie
1707297135055 2 sosire locatie
1707297135061 10 sosire locatie
1707297135062 35 plecare locatie
1707297135062 20 plecare locatie
1707297135066 88 sosire locatie
1707297135071 49 sosire locatie
1707297135071 57 sosire locatie
1707297135074 50 plecare locatie
1707297135080 19 plecare locatie
1707297135081 97 sosire locatie
1707297135087 35 sosire locatie
1707297135089 26 plecare locatie
1707297135094 91 plecare locatie
1707297135103 48 plecare locatie
1707297135102 88 sosire locatie
1707297135104 49 sosire locatie
1707297135110 85 plecare locatie
1707297135114 4 sosire locatie
1707297135117 23 plecare locatie
1707297135118 3 sosire locatie
1707297135122 7 plecare locatie
1707297135127 42 sosire locatie
1707297135129 31 sosire locatie
1707297135133 18 plecare locatie
1707297135134 79 plecare locatie
1707297135139 32 sosire locatie
1707297135141 11 plecare locatie
1707297135141 78 sosire locatie
1707297135154 9 sosire locatie
1707297135156 27 sosire locatie
1707297135153 20 plecare locatie
1707297135156 80 plecare locatie
1707297135156 72 plecare locatie
1707297135165 7 plecare locatie
1707297135167 87 plecare locatie
1707297135166 31 sosire locatie
1707297135173 30 sosire locatie
1707297135179 0 plecare locatie
1707297135185 30 plecare locatie
1707297135183 71 sosire locatie
1707297135184 73 plecare locatie
1707297135189 93 sosire locatie
1707297135193 83 sosire locatie
1707297135196 50 plecare locatie
1707297135197 6 plecare locatie
1707297135201 7 plecare locatie
1707297135208 77 plecare locatie
1707297135205 84 sosire locatie
1707297135213 30 sosire locatie
1707297135212 27 sosire locatie
1707297135212 53 plecare locatie
1707297135218 52 plecare locatie
1707297135222 32 plecare locatie
1707297135230 95 sosire locatie
1707297135230 70 sosire locatie
1707297135231 59 sosire locatie
1707297135237 97 plecare locatie
1707297135248 25 sosire locatie
1707297135248 3 plecare locatie
1707297135249 27 sosire locatie
1707297135247 13 plecare locatie
1707297135258 17 sosire locatie
1707297135260 41 plecare locatie
1707297135263 51 plecare locatie
1707297135269 6 sosire locatie
1707297135267 9 sosire locatie
1707297135276 41 plecare locatie
1707297135274 7 plecare locatie
1707297135277 85 plecare locatie
1707297135283 51 sosire locatie
1707297135283 36 sosire locatie
1707297135288 26 plecare locatie
1707297135287 7 plecare locatie
1707297135290 9 plecare locatie
1707297135299 50 plecare locatie
1707297135297 100 sosire locatie
1707297135306 77 plecare locatie
1707297135306 13 sosire locatie
1707297135308 84 sosire locatie
1707297135312 14 plecare locatie
1707297135318 16 plecare locatie
1707297135325 80 sosire locatie
1707297135329 97 plecare locatie
1707297135331 40 sosire locatie
1707297135330 74 plecare locatie
1707297135338 50 plecare locatie
1707297135335 14 sosire locatie
1707297135345 9 sosire locatie
1707297135349 12 sosire locatie
1707297135355 55 sosire locatie
1707297135352 58 plecare locatie
1707297135359 61 plecare locatie
1707297135358 20 plecare locatie
1707297135358 19 sosire locatie
1707297135367 1 sosire locatie
1707297135370 14 plecare locatie
1707297135374 56 plecare locatie
1707297135376 3 sosire locatie
1707297135381 93 sosire locatie
1707297135383 57 plecare locatie
1707297135385 14 sosire locatie
1707297135393 40 plecare locatie
1707297135396 20 plecare locatie
1707297135396 93 sosire locatie
1707297135403 28 plecare locatie
1707297135401 20 sosire locatie
1707297135406 77 sosire locatie
1707297135413 50 plecare locatie
1707297135416 10 plecare locatie
1707297135417 77 sosire locatie
1707297135419 37 plecare locatie
